"choiceid","id","choice","price_A","price_B","time_A","time_B","change_A","change_B","comfort_A","comfort_B"
1112,89,"A",4280,3890,195,195,3,4,1,1
1113,89,"B",3890,3890,220,195,3,4,1,1
1114,89,"A",4670,3890,220,175,3,3,1,2
1115,90,"B",3520,3170,65,55,0,0,0,0
1116,90,"B",3170,3520,65,55,0,0,1,1
1117,90,"A",3170,2815,55,75,0,0,0,0
1118,90,"B",3170,3520,75,65,0,0,1,0
1119,90,"A",2815,3520,75,55,0,0,0,1
1120,90,"A",3170,2815,55,55,0,0,0,1
1121,90,"A",3520,2815,65,65,0,0,0,1
1122,90,"B",2815,3520,55,65,0,0,1,0
1123,90,"A",2815,3520,75,65,0,0,0,0
1124,90,"B",3520,2815,55,65,0,0,1,1
1125,91,"B",3250,2600,110,110,2,1,2,1
1126,91,"B",3250,2600,135,135,1,2,1,1
1127,91,"B",3250,2600,125,135,1,2,1,1
1128,91,"A",3250,3900,110,135,2,1,2,2
1129,91,"A",3250,3900,135,125,1,2,1,1
1130,91,"B",3250,2600,125,125,1,1,1,2
1131,91,"A",3900,3900,125,135,2,1,1,2
1132,91,"A",3250,3900,110,110,2,1,2,1
1133,91,"A",3250,3250,125,110,1,2,1,2
1134,91,"A",3900,3250,110,135,1,1,1,1
1135,91,"B",2600,2600,135,125,2,1,1,2
1136,92,"A",4000,4500,105,115,0,0,0,0
1137,92,"A",5000,4500,105,130,0,0,1,1
1138,92,"B",4500,4500,105,115,0,0,1,0
1139,92,"B",5000,4500,115,130,0,0,1,1
1140,92,"B",5000,4500,130,105,0,0,0,1
1141,92,"A",4000,5000,115,130,0,0,1,0
1142,92,"B",5000,4000,105,130,0,0,1,1
1143,92,"B",4500,4000,105,115,0,0,1,1
1144,92,"A",4000,5000,130,130,0,0,1,0
1145,92,"B",5000,5000,130,115,0,0,0,1
1146,92,"A",4000,4500,130,115,0,0,1,0
1147,93,"A",4300,5590,150,150,2,2,1,1
1148,93,"B",4945,4300,150,165,3,2,2,2
1149,93,"B",4945,5590,150,130,3,2,2,2
1150,93,"A",4945,4300,130,130,2,3,1,1
1151,93,"A",4945,4300,130,150,2,2,1,1
1152,93,"A",5590,4945,165,150,3,3,1,2
1153,93,"B",4300,5590,165,165,2,3,2,1
1154,93,"B",5590,5590,130,150,2,2,2,1
1155,93,"A",4300,5590,130,150,3,2,1,1
1156,93,"B",4945,4300,165,130,2,3,1,1
1157,93,"B",5590,5590,165,130,3,2,1,2
1158,93,"B",5590,4945,130,165,2,2,2,1
1159,93,"B",4300,4300,130,150,3,2,1,1
1160,93,"B",4945,5590,165,150,2,2,1,1
1161,94,"A",3620,4165,120,135,1,1,1,2
1162,94,"B",3620,3620,145,120,0,1,2,1
1163,94,"A",3620,4705,145,120,0,0,2,2
1164,94,"B",4165,3620,120,120,0,1,1,1
1165,94,"A",3620,3620,120,135,1,0,1,1
1166,94,"B",3620,4705,145,135,0,0,2,1
1167,94,"A",4705,4165,120,145,0,0,2,1
1168,94,"B",4705,4165,120,135,0,1,2,2
1169,94,"A",4705,4165,135,135,0,1,1,2
1170,94,"B",4165,3620,120,135,0,0,1,1
1171,94,"B",4165,3620,135,145,1,0,2,2
1172,95,"B",3000,2500,115,115,1,0,1,1
1173,95,"B",3000,2500,95,105,0,1,2,2
1174,95,"A",2000,2000,95,105,1,0,1,1
1175,95,"A",3000,2000,95,115,0,0,2,2
1176,95,"A",3000,2000,115,115,1,0,1,2
1177,95,"B",3000,3000,95,115,0,1,2,1
1178,95,"A",2000,2500,95,95,1,0,1,1
1179,95,"B",3000,2500,115,105,1,1,1,2
1180,95,"B",3000,2500,105,115,0,0,1,1
1181,95,"A",2000,2500,105,95,0,0,1,1
1182,95,"B",2500,3000,105,105,1,0,2,1
1183,96,"A",3200,4000,95,105,0,0,1,1
1184,96,"A",4000,4000,105,95,0,1,1,0
1185,96,"A",2400,3200,95,105,1,1,1,0
1186,96,"B",3200,3200,105,95,1,0,0,1
1187,96,"B",4000,2400,95,105,1,1,0,1
1188,96,"B",2400,2400,105,120,1,0,1,0
1189,96,"A",2400,4000,120,105,0,0,0,1
1190,96,"A",2400,3200,95,95,1,0,1,1
1191,96,"B",4000,3200,105,105,0,1,1,0
1192,96,"B",3200,2400,105,105,1,1,0,1
1193,96,"A",2400,3200,120,95,0,0,0,1
1194,96,"B",4000,3200,95,120,1,1,0,1
1195,96,"A",3200,4000,120,105,1,0,1,1
1196,96,"B",3200,2400,95,105,0,1,1,1
1197,96,"A",2400,2400,95,120,1,0,1,0
1198,97,"B",3000,2100,110,110,1,1,1,1
1199,97,"B",3000,2550,135,135,1,1,0,1
1200,97,"A",2550,3000,135,120,1,0,1,1
1201,97,"B",3000,2550,110,120,1,1,1,1
1202,97,"B",3000,3000,135,110,1,1,0,1
1203,97,"A",2100,2100,120,135,1,0,0,1
1204,97,"B",3000,3000,135,120,1,0,0,1
1205,97,"B",2550,2100,120,135,1,0,1,1
1206,97,"A",2100,2550,135,110,0,0,1,0
1207,97,"B",2550,2100,110,110,0,1,0,1
1208,97,"A",2550,3000,135,110,1,1,1,1
1209,97,"A",2100,2100,120,110,1,1,0,1
1210,97,"A",3000,3000,120,110,0,1,1,1
1211,97,"A",2100,2100,110,135,1,0,1,1
1212,98,"A",2200,2750,110,135,0,1,1,1
1213,98,"A",3300,2750,120,120,0,0,1,2
1214,98,"A",2200,2750,135,120,0,0,2,2
1215,98,"A",2200,2200,120,135,1,0,1,2
1216,98,"B",2750,3300,120,110,0,1,2,2
1217,98,"B",3300,2200,110,135,1,0,2,2
1218,98,"A",2750,2750,120,135,0,1,2,1
1219,98,"A",3300,2200,135,120,0,1,1,1
1220,99,"A",3600,4500,130,145,0,0,0,1
1221,99,"B",2700,3600,165,130,0,0,1,0
1222,99,"B",4500,3600,165,145,0,0,0,1
1223,99,"A",2700,4500,165,130,0,0,1,1
1224,99,"A",3600,4500,145,130,0,0,1,1
1225,99,"B",3600,4500,165,130,0,0,1,1
1226,99,"A",3600,4500,165,145,0,0,1,1
1227,99,"A",4500,4500,130,165,0,0,1,0
1228,99,"A",4500,4500,145,165,0,0,1,0
1229,99,"A",2700,3600,165,145,0,0,1,1
1230,99,"A",2700,2700,145,130,0,0,0,1
1231,99,"B",3600,2700,130,130,0,0,0,1
1232,100,"A",3600,4000,105,140,0,0,1,1
1233,100,"B",3200,3200,105,120,1,0,1,0
1234,100,"B",4000,3600,140,140,0,1,1,0
1235,100,"B",3600,3600,105,140,0,1,1,0
1236,100,"A",3200,3600,140,120,1,1,1,1
1237,100,"A",4000,3200,140,140,0,1,1,1
1238,100,"B",3600,4000,105,105,0,1,1,0
1239,100,"B",3600,4000,140,105,1,1,0,0
1240,100,"B",4000,3200,105,105,1,1,0,1
1241,101,"B",2600,2000,165,150,1,1,2,1
1242,101,"A",2000,2600,180,180,1,2,2,1
1243,101,"B",2600,2300,150,150,1,2,1,2
1244,101,"B",2300,2600,165,150,1,1,1,1
1245,101,"A",2300,2000,165,180,1,1,1,2
1246,101,"A",2000,2300,180,180,1,1,2,1
1247,101,"B",2300,2000,165,165,1,2,1,1
1248,101,"A",2600,2600,180,165,2,1,1,2
1249,101,"A",2000,2300,165,150,2,2,1,2
1250,102,"B",4900,4900,170,140,1,1,1,1
1251,102,"B",4900,3500,140,170,1,1,1,2
1252,102,"A",4200,4200,140,170,1,2,2,1
1253,102,"A",4200,4900,155,140,1,1,1,1
1254,102,"A",4200,3500,155,140,1,2,1,1
1255,102,"B",4200,3500,170,170,2,1,1,2
1256,102,"A",4900,4200,170,170,1,2,1,1
1257,102,"A",3500,3500,170,140,1,2,2,1
1258,102,"B",4200,4200,140,155,1,1,2,1
1259,102,"A",4200,3500,140,170,1,1,2,2
1260,102,"A",3500,4900,140,170,2,1,1,1
1261,102,"B",4900,4200,155,170,2,2,2,1
1262,102,"B",4900,3500,140,140,1,2,1,1
1263,103,"A",4000,4000,149,169,0,0,0,1
1264,103,"B",5000,3000,134,134,0,0,0,1
1265,103,"A",4000,3000,149,134,0,0,0,1
1266,103,"A",3000,3000,169,134,0,0,0,1
1267,103,"A",3000,4000,149,134,0,0,1,1
1268,103,"A",3000,5000,149,134,0,0,1,0
1269,103,"B",4000,5000,169,134,0,0,1,0
1270,103,"A",4000,5000,169,149,0,0,1,1
1271,103,"A",5000,4000,134,134,0,0,0,1
1272,103,"A",3000,4000,169,149,0,0,0,0
1273,104,"B",3600,4500,135,135,0,0,1,1
1274,104,"B",5400,5400,145,135,0,1,1,2
1275,104,"B",5400,3600,120,120,0,1,1,1
1276,104,"B",4500,3600,120,145,0,0,2,2
1277,104,"A",4500,5400,135,120,0,0,1,1
1278,104,"A",3600,5400,145,120,0,0,2,1
1279,104,"B",5400,4500,120,120,0,0,1,2
1280,104,"B",3600,3600,135,120,0,1,1,1
1281,104,"A",3600,4500,120,135,1,0,1,1
1282,105,"B",3800,3800,145,135,0,0,2,1
1283,105,"A",3800,4750,120,135,1,0,1,1
1284,105,"A",3800,3800,120,145,1,0,1,2
1285,105,"B",3800,4750,145,145,0,1,2,1
1286,105,"B",5700,4750,145,145,0,1,1,1
1287,105,"B",5700,3800,145,145,0,0,1,2
1288,105,"B",5700,4750,120,120,0,0,1,2
1289,105,"B",5700,5700,135,145,1,0,2,1
1290,105,"A",4750,4750,145,120,1,0,1,2
1291,105,"B",4750,3800,120,145,0,0,2,2
1292,105,"A",3800,3800,120,135,1,0,1,1
1293,106,"A",2400,3200,145,160,1,1,0,0
1294,106,"A",2400,4000,180,160,1,1,1,1
1295,106,"B",3200,4000,180,160,1,1,1,1
1296,106,"A",4000,2400,145,180,1,1,1,1
1297,106,"B",4000,4000,160,180,1,0,1,0
1298,106,"B",3200,3200,160,145,1,0,0,1
1299,106,"A",2400,3200,160,160,0,1,1,0
1300,106,"A",2400,2400,160,145,0,1,1,0
1301,106,"B",2400,4000,180,180,1,0,1,0
1302,106,"A",3200,2400,145,160,0,0,1,1
1303,106,"A",4000,2400,180,145,0,1,0,0
1304,106,"A",3200,4000,160,145,1,1,0,1
1305,106,"B",4000,3200,180,145,0,0,0,1
1306,106,"B",4000,2400,180,160,0,0,0,1
1307,107,"A",1900,2375,105,105,0,0,1,0
1308,107,"A",1425,2375,120,105,0,0,0,0
1309,107,"B",1425,1900,120,95,0,0,0,0
1310,107,"A",1900,1425,105,120,0,0,1,0
1311,107,"B",1900,2375,120,105,0,0,1,0
1312,108,"B",3375,2250,115,115,1,0,1,1
1313,108,"A",2250,4500,145,130,1,1,0,1
1314,108,"A",4500,3375,130,145,1,1,1,1
1315,108,"B",2250,3375,145,130,1,0,0,0
1316,108,"A",4500,3375,145,145,0,1,1,1
1317,108,"A",2250,3375,145,115,1,1,0,1
1318,108,"A",3375,4500,115,145,1,0,1,1
1319,108,"B",4500,4500,145,130,0,1,1,1
1320,108,"A",4500,2250,115,145,1,1,0,0
1321,108,"A",3375,2250,130,115,0,0,0,1
1322,108,"B",4500,2250,115,115,1,0,0,1
1323,108,"B",2250,2250,130,145,1,1,1,0
1324,108,"A",2250,3375,130,115,1,1,1,1
1325,109,"B",4000,3400,110,100,1,0,0,0
1326,109,"B",2800,2800,100,125,1,1,1,0
1327,109,"A",3400,4000,110,125,1,0,1,1
1328,109,"B",2800,3400,110,100,0,0,1,0
1329,109,"A",3400,2800,100,100,0,1,0,1
1330,109,"A",2800,4000,110,110,0,1,1,0
1331,109,"A",3400,4000,125,125,1,0,1,1
1332,109,"B",4000,2800,110,125,1,1,0,0
1333,109,"A",2800,2800,125,110,1,0,0,1
1334,109,"A",4000,4000,100,125,1,0,1,1
1335,109,"B",4000,4000,100,110,1,1,1,0
1336,109,"B",3400,4000,110,110,1,1,1,0
1337,109,"B",2800,2800,110,100,0,1,1,1
1338,109,"B",3400,4000,125,100,1,1,1,1
1339,109,"B",2800,3400,125,100,1,0,0,0
1340,109,"A",3400,4000,110,100,1,1,1,1
1341,110,"B",4705,4165,115,115,0,0,1,1
1342,110,"A",4165,3620,115,130,0,0,1,1
1343,110,"B",4705,4165,140,140,0,1,2,1
1344,110,"A",4165,4705,140,130,1,1,1,1
1345,110,"A",3620,4705,130,115,0,0,1,1
1346,110,"B",4165,3620,140,115,1,1,1,2
1347,110,"A",3620,4165,140,130,0,0,1,2
1348,110,"B",3620,3620,140,115,0,1,1,2
1349,110,"A",4705,4165,115,140,0,1,1,1
1350,110,"B",4705,3620,115,140,0,0,1,1
1351,110,"A",4165,4165,140,130,1,0,1,2
1352,110,"A",4705,4705,130,140,1,0,1,2
1353,110,"A",3620,4165,115,115,1,0,2,1
1354,110,"B",4705,4165,130,130,1,0,1,2
1355,111,"B",2400,2400,165,130,1,0,1,1
1356,111,"A",3200,2400,145,165,1,1,1,1
1357,111,"B",4000,2400,130,130,1,0,0,1
1358,111,"B",3200,3200,130,165,1,0,1,0
1359,111,"A",4000,2400,145,145,0,1,1,0
1360,111,"A",3200,2400,165,145,0,1,0,0
1361,111,"A",3200,4000,145,130,1,1,1,0
1362,111,"A",4000,3200,145,130,0,1,1,1
1363,111,"A",2400,3200,130,165,0,0,1,0
1364,111,"A",4000,2400,130,165,1,1,0,1
1365,111,"A",3200,2400,130,145,1,1,1,0
1366,111,"B",3200,4000,165,145,0,0,0,1
1367,112,"A",2625,3500,105,115,0,0,0,0
1368,112,"B",3500,2625,105,115,0,0,1,1
1369,112,"B",3500,1750,115,115,0,0,0,1
1370,112,"A",1750,3500,130,115,0,0,0,0
1371,112,"A",2625,3500,130,115,0,0,1,0
1372,112,"B",2625,1750,105,130,0,0,0,0
1373,112,"B",2625,1750,105,115,0,0,0,1
1374,112,"B",2625,3500,130,105,0,0,1,1
1375,112,"A",1750,1750,105,130,0,0,1,0
1376,112,"B",1750,1750,115,130,0,0,1,0
1377,113,"B",1250,1250,195,160,1,1,1,1
1378,113,"A",1500,1500,195,160,2,1,1,2
1379,113,"B",1000,1000,160,180,2,1,1,1
1380,113,"B",1250,1500,180,160,2,1,2,2
1381,113,"B",1500,1250,180,195,1,1,1,1
1382,113,"A",1500,1000,195,195,2,1,1,2
1383,113,"B",1000,1250,160,160,2,1,1,1
1384,113,"B",1500,1000,180,160,1,2,1,1
1385,113,"B",1250,1000,195,160,1,2,1,1
1386,113,"B",1000,1500,195,160,1,1,2,2
1387,113,"B",1250,1000,180,195,2,1,2,2
1388,113,"A",1000,1250,180,160,1,1,1,1
1389,114,"A",1250,2500,140,155,1,1,0,1
1390,114,"B",1875,1250,140,155,1,1,1,1
1391,114,"B",2500,1250,170,155,1,1,0,1
1392,114,"A",1250,1250,155,170,1,0,1,1
1393,114,"A",1875,2500,140,140,1,0,1,1
1394,114,"B",2500,1875,170,170,1,1,0,1
1395,114,"B",2500,1875,140,155,0,0,1,0
1396,114,"A",1250,1875,140,155,1,0,0,0
1397,114,"A",1250,1875,170,155,0,0,1,0
1398,114,"A",2500,2500,170,155,1,1,0,1
1399,114,"B",1875,1250,140,170,1,0,1,1
1400,114,"A",2500,2500,140,170,0,1,1,0
1401,114,"B",2500,1875,140,170,0,1,1,1
1402,114,"A",1875,1875,155,140,0,1,0,1
1403,115,"A",4300,4730,130,130,1,1,1,2
1404,115,"A",4730,4300,130,140,1,2,2,2
1405,115,"B",4300,5160,140,130,2,2,2,1
1406,115,"A",5160,4300,115,140,1,2,2,2
1407,115,"B",4730,4730,115,140,2,1,1,1
1408,115,"A",5160,4730,130,130,2,1,1,2
1409,115,"B",5160,5160,115,140,1,1,2,1
1410,115,"B",5160,4730,115,115,1,2,2,1
1411,115,"B",5160,5160,115,130,1,2,2,1
1412,115,"A",5160,4730,140,130,1,1,1,2
1413,115,"A",4730,5160,115,140,2,1,1,1
1414,115,"A",5160,5160,140,130,1,2,1,1
1415,115,"A",4730,5160,130,115,1,1,2,2
1416,116,"B",3500,4025,125,135,0,1,2,2
1417,116,"B",4025,3500,125,135,0,0,1,1
1418,116,"B",3500,3500,110,135,1,0,1,1
1419,116,"A",4550,3500,125,125,1,0,1,2
1420,116,"A",3500,4550,110,135,1,0,1,1
1421,116,"A",4550,3500,135,125,0,0,1,2
1422,116,"A",3500,4550,125,110,0,0,2,2
1423,116,"B",3500,4025,135,110,0,0,1,1
1424,116,"A",4550,4550,135,125,0,1,1,1
1425,116,"B",4025,4550,135,135,1,0,2,1
1426,116,"B",4025,4550,135,125,1,1,2,1
1427,116,"A",3500,4025,110,125,1,0,1,1
1428,117,"B",4200,3000,140,140,1,0,2,1
1429,117,"B",3600,3000,125,125,0,1,2,1
1430,117,"A",3000,4200,155,140,0,1,2,2
1431,117,"A",3000,4200,125,155,1,0,1,1
1432,117,"A",3600,4200,125,125,0,0,2,1
1433,117,"B",4200,3000,125,140,0,0,1,1
1434,117,"A",4200,3600,125,155,0,1,1,1
1435,117,"B",4200,3600,155,155,0,1,1,1
1436,117,"B",3600,3000,155,155,1,0,1,2
1437,117,"A",3000,3000,125,140,1,0,1,1
1438,117,"B",3000,3600,155,125,0,0,2,2
1439,117,"A",3600,3600,125,140,0,0,2,1
1440,117,"B",4200,3600,140,155,1,1,2,1
1441,117,"B",4200,3000,125,155,0,0,1,2
1442,117,"B",4200,3600,125,140,0,0,1,1
1443,117,"B",3600,3000,140,155,0,0,1,2
1444,117,"A",3000,3600,140,125,0,0,1,2
1445,117,"A",4200,4200,155,140,0,1,1,2
1446,118,"B",4575,3815,167,152,2,2,1,1
1447,118,"A",3815,3815,167,132,3,2,1,2
1448,118,"B",4575,4575,152,167,3,2,2,1
1449,118,"B",3050,3050,152,132,2,3,1,1
1450,118,"A",3050,4575,152,132,2,2,1,1
1451,118,"A",3050,3815,167,167,2,3,2,1
1452,118,"A",3815,4575,167,132,3,2,1,1
1453,118,"A",4575,3815,132,132,2,2,1,2
1454,118,"A",4575,3815,167,132,2,2,1,2
1455,118,"A",3815,3050,152,167,2,2,1,2
1456,119,"A",2400,2700,130,145,0,0,0,0
1457,119,"B",2400,2700,145,145,0,0,1,0
1458,119,"A",2400,2700,130,115,0,0,0,1
1459,119,"A",2700,2700,145,115,0,0,0,1
1460,119,"B",2400,2700,115,145,0,0,1,0
1461,119,"B",2400,3000,115,115,0,0,1,0
1462,119,"B",3000,2400,115,130,0,0,0,0
1463,119,"A",3000,2700,115,145,0,0,0,0
1464,119,"B",2400,2700,145,115,0,0,1,1
1465,119,"A",2400,3000,145,130,0,0,1,1
1466,120,"A",2450,2975,110,110,0,1,1,1
1467,120,"A",3500,3500,110,100,1,1,0,1
1468,120,"A",2450,3500,110,100,0,1,1,1
1469,120,"B",3500,2450,125,125,0,1,1,0
1470,120,"A",2450,2450,125,110,1,0,0,1
1471,120,"B",3500,2975,100,110,1,1,1,1
1472,120,"A",3500,2975,110,110,1,1,0,1
1473,120,"A",2975,3500,110,125,1,0,1,1
1474,120,"B",2450,2975,110,100,0,0,1,0
1475,120,"B",3500,2450,110,125,1,1,0,0
1476,120,"A",2450,2450,110,100,0,1,1,1
1477,120,"A",2450,3500,100,110,1,1,1,0
1478,120,"B",2975,3500,125,100,1,1,1,1
1479,120,"B",3500,2975,125,125,0,1,1,1
1480,120,"B",2450,2975,125,100,1,0,0,0
1481,121,"B",3750,3750,135,110,0,0,1,1
1482,121,"B",4500,4500,135,110,1,0,1,2
1483,121,"B",3750,3750,125,135,1,0,2,1
1484,121,"A",3000,4500,110,110,1,0,1,2
1485,121,"A",4500,3750,110,135,0,0,2,1
1486,121,"A",4500,4500,110,125,0,0,2,1
1487,121,"A",3000,3750,110,110,1,0,1,1
1488,121,"B",3000,3750,135,110,0,0,2,1
1489,121,"B",4500,3000,110,125,0,0,2,1
1490,121,"A",3000,4500,135,110,0,0,2,2
1491,121,"A",3750,4500,125,125,1,0,2,1
1492,121,"B",3000,3000,125,110,0,1,1,1
1493,121,"A",3750,3000,110,125,0,0,1,1
1494,122,"B",2715,2170,128,118,0,0,1,1
1495,122,"A",2715,2170,128,128,0,1,1,2
1496,122,"A",3255,3255,128,118,0,1,1,1
1497,122,"B",2715,2715,103,128,1,0,1,1
1498,122,"B",3255,2715,128,103,0,1,1,1
1499,122,"A",3255,2170,103,128,0,1,2,2
1500,122,"B",2170,2715,128,103,1,1,2,1
1501,122,"B",3255,3255,103,118,0,1,2,1
1502,122,"B",2715,3255,118,128,0,0,2,1
1503,122,"A",3255,2715,118,118,1,0,1,2
1504,122,"B",2170,2715,128,118,1,0,2,2
1505,122,"B",3255,2715,103,118,0,0,2,2
1506,123,"B",4625,3700,185,170,1,1,2,1
1507,123,"A",4625,3700,170,150,1,1,1,2
1508,123,"B",5550,4625,185,150,1,2,1,1
1509,123,"A",5550,4625,185,185,1,1,1,2
1510,123,"A",3700,4625,185,185,2,1,1,2
1511,123,"A",4625,3700,150,185,2,2,1,1
1512,123,"A",5550,3700,150,170,1,1,1,1
1513,123,"A",4625,5550,150,150,2,1,1,1
1514,123,"B",5550,3700,185,150,1,1,1,2
1515,123,"B",5550,3700,170,185,2,2,2,1
1516,123,"B",3700,3700,185,150,2,1,1,2
1517,123,"A",5550,5550,185,170,1,2,1,2
1518,123,"A",4625,5550,185,170,1,2,2,2
1519,123,"A",3700,5550,185,185,2,1,1,1
1520,124,"A",2070,2070,110,120,0,0,1,1
1521,124,"A",2485,2275,130,110,0,1,1,1
1522,124,"A",2485,2275,110,120,0,0,2,2
1523,124,"A",2485,2070,130,130,0,1,1,2
1524,124,"A",2485,2485,110,120,0,1,2,1
1525,124,"B",2275,2275,130,120,0,0,1,2
1526,124,"A",2275,2070,110,130,1,1,1,2
1527,124,"B",2070,2485,120,110,0,0,1,2
1528,124,"A",2485,2070,120,130,1,1,1,2
1529,125,"A",1000,1200,155,175,3,3,1,1
1530,125,"A",1000,1200,155,195,3,2,1,1
1531,125,"B",1000,1200,175,175,2,3,2,1
1532,125,"B",1000,1100,195,175,2,2,1,1
1533,125,"A",1200,1200,175,155,3,2,1,2
1534,125,"A",1200,1100,155,195,2,3,2,2
1535,125,"B",1000,1000,195,155,2,3,1,1
1536,125,"A",1200,1100,195,195,2,3,1,2
1537,125,"B",1000,1200,175,195,2,2,2,1
1538,125,"B",1100,1000,175,155,2,3,1,1
1539,125,"A",1200,1200,195,155,2,2,1,2
1540,125,"B",1200,1000,175,195,3,2,1,1
1541,125,"B",1200,1200,195,175,2,3,1,1
1542,125,"A",1200,1000,155,175,2,2,2,2
1543,125,"B",1100,1000,155,155,2,3,1,1
1544,126,"A",5625,6750,155,155,1,2,1,1
1545,126,"A",6750,6750,125,155,1,2,2,1
1546,126,"B",5625,4500,155,125,1,2,1,1
1547,126,"B",4500,5625,155,125,1,1,2,1
1548,126,"A",6750,4500,125,155,1,1,2,2
1549,126,"A",5625,5625,155,140,1,2,1,2
1550,126,"A",4500,6750,125,125,2,1,1,2
1551,126,"B",4500,6750,155,155,1,2,2,1
1552,126,"A",6750,5625,140,140,1,2,1,2
1553,126,"B",5625,4500,125,125,1,2,1,1
1554,126,"B",5625,6750,140,155,2,2,2,1
1555,126,"A",6750,6750,140,125,1,1,1,2
1556,126,"B",5625,6750,155,140,1,1,1,1
1557,126,"A",5625,4500,140,155,2,1,2,2
1558,126,"A",5625,6750,155,125,1,1,1,2
1559,127,"A",1800,2400,98,98,0,1,1,1
1560,127,"B",2400,3000,98,98,1,1,1,0
1561,127,"A",1800,1800,88,78,1,1,0,1
1562,127,"B",3000,1800,98,98,1,0,0,1
1563,127,"B",3000,1800,88,98,0,0,1,1
1564,127,"B",3000,3000,78,98,1,1,1,0
1565,127,"A",3000,3000,88,98,0,1,1,0
1566,127,"A",1800,3000,78,98,1,1,1,0
1567,127,"B",2400,1800,88,98,1,0,1,1
1568,127,"B",1800,2400,98,78,0,0,1,0
1569,127,"B",1800,1800,88,98,1,0,0,1
1570,127,"A",3000,2400,98,88,1,1,0,1
1571,127,"B",1800,3000,78,88,1,0,1,1
1572,127,"A",2400,3000,88,78,1,1,1,1
1573,127,"A",1800,3000,88,88,1,0,0,1
1574,127,"A",2400,3000,98,78,1,1,1,1
1575,128,"A",4320,4320,205,250,1,2,1,1
1576,128,"A",5040,5040,250,205,1,2,1,2
1577,128,"A",3600,5040,225,205,2,2,1,2
1578,128,"A",5040,4320,250,225,1,1,1,2
1579,128,"B",3600,4320,225,205,2,1,1,1
1580,128,"B",4320,5040,250,225,2,1,1,1
1581,128,"B",4320,3600,225,225,1,2,2,1
1582,128,"B",3600,3600,250,225,1,2,2,1
1583,128,"A",4320,4320,250,225,2,1,1,2
1584,128,"A",5040,3600,250,250,1,1,1,2
1585,128,"B",5040,4320,250,250,1,2,1,1
1586,128,"B",3600,5040,250,205,1,2,2,2
1587,128,"B",5040,4320,205,225,2,1,2,2
1588,128,"A",3600,5040,225,225,2,1,1,1
1589,129,"A",4600,4600,165,210,2,3,1,1
1590,129,"B",4000,4000,210,185,2,3,2,1
1591,129,"B",5200,4600,210,185,2,2,1,2
1592,129,"A",4600,5200,210,210,3,2,1,1
1593,129,"A",5200,5200,185,165,2,3,1,2
1594,129,"A",4000,4600,210,165,2,2,2,1
1595,129,"B",5200,4600,185,210,2,3,1,1
1596,129,"B",5200,4600,185,185,2,2,1,2
1597,129,"A",4600,4600,210,185,3,2,1,2
1598,129,"B",5200,5200,210,165,2,3,1,2
1599,130,"B",3075,3075,97,87,1,0,1,0
1600,130,"B",3620,2535,97,97,1,0,0,1
1601,130,"B",2535,2535,112,87,1,1,0,1
1602,130,"B",3620,2535,97,112,1,1,0,0
1603,130,"A",2535,3620,87,112,1,0,1,1
1604,130,"B",3620,3620,112,97,0,1,1,0
1605,130,"B",3075,3620,112,97,1,1,1,0
1606,130,"B",3620,3075,97,97,1,1,0,1
1607,130,"A",2535,3075,87,87,1,0,1,0
1608,130,"B",2535,2535,97,87,0,1,1,1
1609,130,"B",3620,3620,87,97,1,1,1,0
1610,130,"B",3075,2535,97,112,1,1,1,0
1611,130,"B",2535,2535,112,97,1,0,0,1
1612,130,"A",2535,3075,97,87,0,0,1,0
1613,130,"A",3620,3075,87,112,1,1,1,1
1614,130,"B",3620,3075,112,112,0,1,1,1
1615,130,"A",3075,2535,87,112,0,1,0,0
1616,131,"A",2700,3780,180,180,0,0,1,1
1617,131,"A",3780,3240,160,180,1,1,1,2
1618,131,"B",2700,3240,180,145,0,0,1,1
1619,131,"B",2700,2700,180,145,0,1,1,1
1620,131,"B",3780,2700,160,160,1,0,1,2
1621,131,"B",2700,3780,180,145,0,0,1,2
1622,131,"B",2700,3240,180,160,0,0,1,1
1623,131,"A",3240,2700,160,160,0,0,1,2
1624,131,"B",3780,3780,180,160,0,1,1,1
1625,131,"A",3780,3780,145,160,0,1,2,1
1626,131,"B",3240,2700,160,145,0,1,1,1
1627,131,"B",3240,3780,160,145,0,0,1,2
1628,131,"B",2700,3780,180,160,0,1,1,1
1629,131,"B",3780,2700,145,145,0,1,2,1
1630,131,"A",2700,3240,145,145,1,0,1,1
1631,131,"A",3240,3780,180,180,1,0,2,1
1632,132,"B",2700,2700,100,90,1,0,1,1
1633,132,"B",4500,2700,110,110,0,1,1,0
1634,132,"A",2700,2700,110,90,1,0,0,1
1635,132,"A",3600,4500,110,110,1,0,1,1
1636,132,"B",3600,2700,100,110,0,1,0,0
1637,132,"B",3600,2700,90,100,1,1,1,1
1638,132,"A",4500,4500,90,110,1,0,0,1
1639,132,"B",2700,3600,90,100,0,0,1,0
1640,132,"B",4500,2700,90,110,1,1,0,0
1641,132,"B",4500,3600,100,110,1,1,1,1
1642,132,"B",4500,2700,90,100,1,1,0,1
1643,132,"B",3600,4500,90,90,1,1,1,0
1644,132,"A",4500,4500,110,100,0,1,1,1
1645,133,"A",3400,4000,75,85,0,0,1,1
1646,133,"B",2800,2800,85,95,0,0,1,0
1647,133,"A",2800,4000,85,75,0,0,1,0
